messageTime,currGameStat,gameFlow
02:51:00,"In the top of the 8th inning, Kia Tigers batter Byun Woo-hyuk swung and missed on a 152 km/h fastball from Samsung Lions pitcher Bae Chan-seung, bringing the count to one ball and one strike with two outs and a runner on third base.","The Kia Tigers hold a 6-4 lead over the Samsung Lions in the top of the eighth inning, having taken the lead on a two-run homer by Kim Do-young following Kim Gyu-sung’s key single. Choi Hyung-woo’s double and advance to third with one out set up a strong scoring opportunity for Kia. Samsung brought in Bae Chan-seung to pitch, who induced a groundout from pinch hitter Kim Ho-ryeong to bring the Tigers to two outs with a runner still on third. Currently, Byun Woo-hyuk is at the plate facing Bae with a 1-1 count, as Kia looks to add insurance runs late in the game. Samsung is fighting to escape the inning unscathed and keep their comeback hopes alive."
02:51:30,"In the top of the 8th inning, Kia Tigers batter Byun Woo-hyuk faced Samsung Lions pitcher Bae Chan-seung with a 2-1 ball-strike count, and took a slider for ball three. Kia Tigers batter 변우혁 faced a 152 km/h fastball from Samsung Lions pitcher 배찬승, resulting in ball four and advancing the count to three balls and one strike with two outs in the bottom of the 8th inning.","The Kia Tigers continue to press their 6-4 lead over the Samsung Lions in the top of the eighth inning. After Kim Do-young’s two-run homer and Kim Gyu-sung’s key single put Kia ahead, Choi Hyung-woo’s double brought a runner to third with one out. Samsung’s reliever Bae Chan-seung managed to get a groundout from Kim Ho-ryeong, but Byun Woo-hyuk is now working a full count after drawing two walks, putting runners on base with two outs. Kia is looking to extend their lead, while Samsung fights to keep their comeback hopes alive late in the game."
02:52:00,"In the top of the 8th inning, Kia Tigers batter Byun Woo-hyuk faced a 4-1 count against Samsung Lions pitcher Bae Chan-seung and took a fastball at 154 km/h for ball five. Kia Tigers batter 변우혁 drew a walk against Samsung Lions pitcher 배찬승, advancing to first base with two outs in the bottom of the 8th inning.","The Kia Tigers maintain their 6-4 lead over the Samsung Lions in the top of the eighth inning, building on Kim Do-young’s two-run homer and Kim Gyu-sung’s timely single. Choi Hyung-woo’s double earlier in the inning put a runner on third with one out, and although Samsung’s reliever Bae Chan-seung secured a groundout from Kim Ho-ryeong, Kia continues to apply pressure. Byun Woo-hyuk has just drawn a walk after a full count, putting runners on base with two outs and increasing the Tigers’ chances to extend their lead. Samsung is striving to hold the line and keep their comeback hopes alive as the game progresses. The tension remains high as Kia looks to capitalize on this opportunity late in the game."
02:52:30,"In the top of the 8th inning, Kia Tigers batter Byun Woo-hyuk faced a 4-1 count against Samsung Lions pitcher Bae Chan-seung and took a fastball at 154 km/h for ball five. Kia Tigers batter 변우혁 drew a walk against Samsung Lions pitcher 배찬승, advancing to first base with two outs in the bottom of the 8th inning.","The Kia Tigers continue to press their 6-4 lead over the Samsung Lions in the top of the eighth inning. After Kim Do-young’s two-run homer and Kim Gyu-sung’s clutch single, Choi Hyung-woo’s double set the stage with a runner on third and one out. Samsung’s reliever Bae Chan-seung managed to get a groundout from Kim Ho-ryeong, but Byun Woo-hyuk has just drawn a crucial walk on a full count, putting runners on base with two outs. Kia is poised to extend their lead as Samsung fights to keep their comeback hopes alive. The game remains tightly contested with tension mounting in the late innings."
02:53:00,"In the top of the 8th inning, Kia Tigers’ seventh batter, Lee Woo-sung, stepped up to the plate against Samsung Lions’ pitcher Bae Chan-seung with two outs and runners on first and third. Kia Tigers batter Lee Woo-sung faced a 151 km/h fastball from Samsung Lions pitcher Bae Chan-seung, resulting in a called strike, bringing the count to 0 balls and 1 strike with two outs in the bottom of the 8th inning.","The Kia Tigers maintain their 6-4 lead over the Samsung Lions in the top of the eighth inning, building on key hits from Kim Do-young and Kim Gyu-sung earlier. After Choi Hyung-woo’s double put a runner in scoring position, Samsung’s reliever Bae Chan-seung managed a groundout but then issued a crucial walk to Byun Woo-hyuk, loading the bases with two outs. Now, Lee Woo-sung steps up to the plate, facing a 0-1 count against Bae’s 151 km/h fastball. Kia is looking to capitalize and extend their lead, while Samsung strives to escape the inning unscathed. The tension remains high as the late innings unfold."
02:53:30,"In the top of the 8th inning, Kia Tigers batter Lee Woo-sung faced a 150 km/h fastball from Samsung Lions pitcher Bae Chan-seung and made contact on the second pitch with a count of no balls and one strike, while there were two outs and runners on first and third. Kia Tigers batter 이우성 hit a single to the right side of left field against Samsung Lions pitcher 배찬승, advancing to first base with two outs in the bottom of the 8th inning. Kia Tigers’ baserunner 변우혁 advanced from first base to second base during the at-bat of batter 이우성 against Samsung Lions’ pitcher 배찬승 in the bottom of the 8th inning. In the 8th inning, Kia Tigers’ baserunner Choi Hyung-woo scored from third base while Kia Tigers were batting against Samsung Lions’ pitcher Bae Chan-seung, increasing Kia Tigers’ lead to 7-4.","The Kia Tigers extended their lead to 7-4 in the top of the eighth inning, building on earlier key hits from Kim Do-young and Kim Gyu-sung. After Choi Hyung-woo’s double put a runner in scoring position, Samsung’s reliever Bae Chan-seung struggled with control, issuing a walk to load the bases with two outs. Lee Woo-sung then delivered a timely single to right field, driving in Choi Hyung-woo and advancing Byun Woo-hyuk to second base. Kia continues to press their advantage as Samsung tries to contain the damage late in the game. The Tigers now look poised to further extend their lead with runners in scoring position."
02:54:00,"In the top of the 8th inning, Kia Tigers batter Lee Woo-sung faced a 150 km/h fastball from Samsung Lions pitcher Bae Chan-seung and made contact on the second pitch with a 0-1 count, while there were two outs and runners on first and third. Kia Tigers batter 이우성 hit a single to the right side of left field against Samsung Lions pitcher 배찬승, advancing to first base with two outs in the bottom of the 8th inning. Kia Tigers’ baserunner 변우혁 advanced from first base to second base while his team was batting in the top of the 8th inning against Samsung Lions’ pitcher 배찬승. Kia Tigers’ baserunner Choi Hyung-woo scored from third base, increasing the away team’s lead to 7-4 against the Samsung Lions in the bottom of the 8th inning.","The Kia Tigers have extended their lead to 7-4 in the top of the eighth inning, capitalizing on key hits from Kim Do-young and Kim Gyu-sung earlier in the game. With two outs and runners on the corners, Choi Hyung-woo scored on a single by Lee Woo-sung, who also advanced Byun Woo-hyuk to second base. Samsung Lions’ reliever Bae Chan-seung has struggled with control, issuing a crucial walk to load the bases before Lee’s timely hit. Kia continues to apply pressure late in the game, looking to build on their advantage. The Tigers remain at bat with runners in scoring position, poised to extend their lead further."
02:54:30,"In the top of the 8th inning, Kia Tigers’ eighth batter, Kim Tae-gun, stepped up to the plate against Samsung Lions’ pitcher Bae Chan-seung with two outs and runners on first and second, starting his at-bat with no balls and no strikes. With two outs in the top of the 8th inning, the Kia Tigers’ batter Kim Tae-gun is at the plate as the Samsung Lions’ pitcher Bae Chan-seung visits the catcher’s mound. Kia Tigers batter Kim Tae-gun faced a 134 km/h slider from Samsung Lions pitcher Bae Chan-seung, resulting in a ball and a 1-0 count with two outs in the bottom of the 8th inning.","The Kia Tigers have taken a 7-4 lead in the top of the eighth inning, fueled by key hits from Kim Do-young, Kim Gyu-sung, and a timely single by Lee Woo-sung that scored Choi Hyung-woo and advanced runners. Samsung Lions’ reliever Bae Chan-seung has struggled with control, issuing a crucial walk to load the bases with two outs. Currently, with runners on first and second, Kia’s Kim Tae-gun is at the plate facing Bae, who is trying to regain composure. The Tigers continue to press their advantage late in the game, looking to extend their lead further. The tension remains high as Kia seeks to capitalize on this scoring opportunity."
02:55:00,"In the top of the 8th inning, Kia Tigers’ batter Kim Tae-gun faced Samsung Lions’ pitcher Bae Chan-seung and took a slider for ball two, with the count now 2-0 and two outs.","The Kia Tigers have built a 7-4 lead in the top of the eighth inning, thanks to key hits from Kim Do-young, Kim Gyu-sung, and a clutch single by Lee Woo-sung that drove in a run and advanced the bases. Samsung Lions’ reliever Bae Chan-seung has struggled with control, having already loaded the bases with two outs. Currently, with runners on first and second, Kia’s Kim Tae-gun is at the plate and has taken two balls in the count against Bae. The Tigers are pressing hard to extend their lead, while Bae tries to regain his composure in this critical moment. The game remains tense as Kia looks to capitalize on this scoring opportunity."
02:55:30,"In the top of the 8th inning, Kia Tigers batter Kim Tae-gun faced Samsung Lions pitcher Bae Chan-seung with a 2-0 ball count and two outs, hitting a fastball at 149 km/h on the third pitch. Kia Tigers batter 김태군 hit a ground ball to the third baseman while his team was batting in the 8th inning, resulting in him reaching base. In the bottom of the 8th inning, with the Kia Tigers batting, runner 변우혁 on second base was forced out at third base by the Samsung Lions’ third baseman, resulting in the third out.","The Kia Tigers entered the top of the eighth inning holding a 7-4 lead, capitalizing on key hits from Kim Do-young, Kim Gyu-sung, and Lee Woo-sung. Samsung Lions’ reliever Bae Chan-seung struggled with control, loading the bases with two outs before facing Kim Tae-gun, who worked a 2-0 count and then hit a ground ball to third base, reaching safely. Despite this opportunity, the bottom of the eighth saw the Lions’ defense respond, as they forced out runner Byun Woo-hyuk at third base to end the inning. The Tigers remain at bat, looking to extend their lead, while the Lions aim to tighten their defense and mount a comeback. The game continues to be tightly contested with momentum swinging between both teams."
02:56:00,There's a TV commercial or a replay on.,"The Kia Tigers entered the top of the eighth inning holding a 7-4 lead, capitalizing on key hits from Kim Do-young, Kim Gyu-sung, and Lee Woo-sung. Samsung Lions’ reliever Bae Chan-seung struggled with control, loading the bases with two outs before facing Kim Tae-gun, who worked a 2-0 count and then hit a ground ball to third base, reaching safely. Despite this opportunity, the bottom of the eighth saw the Lions’ defense respond, as they forced out runner Byun Woo-hyuk at third base to end the inning. The Tigers remain at bat, looking to extend their lead, while the Lions aim to tighten their defense and mount a comeback. The game continues to be tightly contested with momentum swinging between both teams."
02:56:30,There's a TV commercial or a replay on.,"The Kia Tigers entered the top of the eighth inning holding a 7-4 lead, capitalizing on key hits from Kim Do-young, Kim Gyu-sung, and Lee Woo-sung. Samsung Lions’ reliever Bae Chan-seung struggled with control, loading the bases with two outs before facing Kim Tae-gun, who worked a 2-0 count and then hit a ground ball to third base, reaching safely. Despite this opportunity, the bottom of the eighth saw the Lions’ defense respond, as they forced out runner Byun Woo-hyuk at third base to end the inning. The Tigers remain at bat, looking to extend their lead, while the Lions aim to tighten their defense and mount a comeback. The game continues to be tightly contested with momentum swinging between both teams."
02:57:00,There's a TV commercial or a replay on.,"The Kia Tigers entered the top of the eighth inning holding a 7-4 lead, capitalizing on key hits from Kim Do-young, Kim Gyu-sung, and Lee Woo-sung. Samsung Lions’ reliever Bae Chan-seung struggled with control, loading the bases with two outs before facing Kim Tae-gun, who worked a 2-0 count and then hit a ground ball to third base, reaching safely. Despite this opportunity, the bottom of the eighth saw the Lions’ defense respond, as they forced out runner Byun Woo-hyuk at third base to end the inning. The Tigers remain at bat, looking to extend their lead, while the Lions aim to tighten their defense and mount a comeback. The game continues to be tightly contested with momentum swinging between both teams."
02:57:30,"In the top of the 8th inning, Samsung Lions’ third batter, Gu Ja-wook, stepped up to the plate against Kia Tigers’ pitcher Choi Ji-min with no balls, no strikes, and no runners on base. Samsung Lions, the batting team, made a defensive adjustment as center fielder Park Jung-woo moved to left field while Kia Tigers continued to pitch to batter Gu Ja-wook. In the top of the 8th inning, the Samsung Lions, who are batting, made a defensive substitution as pinch hitter Kim Ho-ryeong replaced center fielder Park Jung-woo, who moved to left field. In the top of the 8th inning, Kia Tigers pitcher Choi Ji-min threw a 146 km/h fastball for a strike against Samsung Lions batter Gu Ja-wook, who is currently batting with no runners on base and no outs.","The Kia Tigers entered the eighth inning leading 7-4, having built their advantage through timely hits by Kim Do-young, Kim Gyu-sung, and Lee Woo-sung. Samsung Lions’ reliever Bae Chan-seung struggled early in the inning, loading the bases before Kim Tae-gun reached safely on a ground ball. However, the Lions’ defense held strong to end the inning without further damage. Now in the top of the eighth, the Samsung Lions are at bat with Gu Ja-wook stepping up against Kia’s pitcher Choi Ji-min, as the Lions make defensive adjustments including a positional shift and a pinch hitter substitution. The game remains tightly contested, with the Lions looking to chip away at the Tigers’ lead."
02:58:00,"In the top of the 8th inning, Samsung Lions batter Gu Ja-wook took a 135 km/h slider from Kia Tigers pitcher Choi Ji-min and swung and missed for strike two, with no runners on base and the count at 0-2.","The Kia Tigers entered the eighth inning holding a 7-4 lead, capitalizing on key hits from Kim Do-young, Kim Gyu-sung, and Lee Woo-sung. Samsung Lions’ reliever Bae Chan-seung faced challenges early in the inning, loading the bases before Kim Tae-gun’s ground ball allowed a runner to reach, but the Lions’ defense managed to prevent further scoring. Now in the top of the eighth, the Lions are at bat with Gu Ja-wook facing Kia’s Choi Ji-min, as the Lions make strategic defensive shifts and a pinch hitter substitution. Gu Ja-wook is currently down 0-2 in the count after missing a 135 km/h slider, with no runners on base. The Lions are looking to mount a comeback and narrow the Tigers’ lead in this crucial late-inning stretch."
02:58:30,"In the top of the 8th inning, Samsung Lions batter Gu Ja-wook faced Kia Tigers pitcher Choi Ji-min and swung at the third pitch, a 136 km/h slider, with a 0-2 count and no runners on base. Samsung Lions’ batter 구자욱 was retired on a fly out to left field against Kia Tigers’ pitcher 최지민, resulting in the first out of the inning. 8회초 삼성 라이온즈가 공격 중인 가운데 4번타자 디아즈가 타석에 들어섰다.","The Kia Tigers entered the eighth inning leading 7-4, fueled by key hits from Kim Do-young, Kim Gyu-sung, and Lee Woo-sung, while Samsung Lions’ reliever Bae Chan-seung struggled early but limited further damage. Now in the top of the eighth, the Lions are at bat, with Gu Ja-wook quickly falling behind 0-2 against Kia’s Choi Ji-min before flying out to left field for the first out. Following this, the Lions’ cleanup hitter Diaz stepped up to the plate as the team looks to ignite a late-inning rally. With no runners on base and one out, Samsung is aiming to chip away at the Tigers’ three-run advantage. The game remains tense as the Lions seek momentum in this crucial stretch."
02:59:00,"In the top of the 8th inning, Samsung Lions batter Díaz took a swing and missed on the first pitch, a 136 km/h slider thrown by Kia Tigers pitcher Choi Ji-min, with no runners on base and one out. Samsung Lions의 타자 디아즈가 Kia Tigers 투수 최지민의 슬라이더(135km/h)에 2구째 헛스윙을 기록했다.","The Kia Tigers entered the eighth inning holding a 7-4 lead, powered by key hits from Kim Do-young, Kim Gyu-sung, and Lee Woo-sung, while Samsung’s reliever Bae Chan-seung managed to contain further damage after early struggles. Now in the top of the eighth, the Samsung Lions are at bat, trying to mount a comeback. Gu Ja-wook quickly went down on strikes, and Diaz is currently facing Kia’s Choi Ji-min, having just swung and missed on a 136 km/h slider for strike two. With one out and no runners on base, the Lions are under pressure to ignite a rally and narrow the Tigers’ three-run lead. The tension remains high as Samsung looks to shift the momentum in this critical late-inning phase."
02:59:30,"In the top of the 8th inning, Samsung Lions batter Díaz faced a slider at 135 km/h from Kia Tigers pitcher Choi Ji-min, with a 0-2 count and one out. Samsung Lions’ batter 디아즈 hit a single to center-right field, reaching first base with one out in the bottom of the 8th inning against Kia Tigers’ pitcher 최지민.","The Kia Tigers entered the eighth inning leading 7-4, fueled by key hits from Kim Do-young, Kim Gyu-sung, and Lee Woo-sung, while Samsung’s reliever Bae Chan-seung stabilized the game after early struggles. Now batting in the top of the eighth, the Samsung Lions are attempting a comeback. After Gu Ja-wook struck out, Díaz battled Kia’s Choi Ji-min and overcame an 0-2 count to deliver a crucial single to center-right field. With one out and a runner on first, Samsung is beginning to apply pressure and looks to narrow the Tigers’ three-run advantage. The momentum could be shifting as the Lions seek to capitalize in this pivotal late-inning stretch."
03:00:00,"In the top of the 8th inning, Samsung Lions’ fifth batter, Kim Young-woong, stepped up to the plate against Kia Tigers’ pitcher Choi Ji-min with one out and a runner on first base. Samsung Lions’ batter 김영웅 faces a 147 km/h fastball from Kia Tigers’ pitcher 최지민, resulting in a called strike, bringing the count to 0 balls and 1 strike with one out in the 8th inning.","The Kia Tigers entered the eighth inning holding a 7-4 lead, powered by key hits from Kim Do-young, Kim Gyu-sung, and Lee Woo-sung, while Samsung’s reliever Bae Chan-seung had steadied the game after early difficulties. Now batting in the top of the eighth, the Samsung Lions are mounting a comeback attempt. After Gu Ja-wook struck out, Díaz fought off an 0-2 count to deliver a crucial single, putting a runner on first with one out. Currently, Kim Young-woong is at the plate facing Kia’s Choi Ji-min, down 0-1 after a called strike, as Samsung looks to build on this momentum and chip away at the Tigers’ three-run lead. The Lions are applying pressure in this pivotal late-inning stretch, aiming to shift the game’s momentum."
03:00:30,"In the top of the 8th inning, Samsung Lions batter Kim Young-woong faced Kia Tigers pitcher Choi Ji-min and swung at the second pitch, a 147 km/h fastball, with a 0-1 count and one out. Samsung Lions batter 김영웅 hit a home run over the right fielder's head, covering a distance of 125 meters, against Kia Tigers pitcher 최지민 in the bottom of the 8th inning. 1루에 있던 삼성 라이온즈의 주자 디아즈가 홈으로 들어와 득점했다.","The Kia Tigers entered the eighth inning leading 7-4, fueled by key hits from Kim Do-young, Kim Gyu-sung, and Lee Woo-sung, while Samsung’s reliever Bae Chan-seung had stabilized the game. Now batting in the top of the eighth, the Samsung Lions began their comeback with Díaz’s clutch single after Gu Ja-wook struck out. With one out and a runner on first, Kim Young-woong stepped up and crushed a 147 km/h fastball from Choi Ji-min over the right fielder’s head for a 125-meter home run. This blast brought Díaz home, cutting the Tigers’ lead to just one run and intensifying the late-inning drama. The Lions are now firmly applying pressure as they look to complete their rally."
03:01:00,There's a TV commercial or a replay on.,"The Kia Tigers entered the eighth inning leading 7-4, fueled by key hits from Kim Do-young, Kim Gyu-sung, and Lee Woo-sung, while Samsung’s reliever Bae Chan-seung had stabilized the game. Now batting in the top of the eighth, the Samsung Lions began their comeback with Díaz’s clutch single after Gu Ja-wook struck out. With one out and a runner on first, Kim Young-woong stepped up and crushed a 147 km/h fastball from Choi Ji-min over the right fielder’s head for a 125-meter home run. This blast brought Díaz home, cutting the Tigers’ lead to just one run and intensifying the late-inning drama. The Lions are now firmly applying pressure as they look to complete their rally."
03:01:30,There's a TV commercial or a replay on.,"The Kia Tigers entered the eighth inning leading 7-4, fueled by key hits from Kim Do-young, Kim Gyu-sung, and Lee Woo-sung, while Samsung’s reliever Bae Chan-seung had stabilized the game. Now batting in the top of the eighth, the Samsung Lions began their comeback with Díaz’s clutch single after Gu Ja-wook struck out. With one out and a runner on first, Kim Young-woong stepped up and crushed a 147 km/h fastball from Choi Ji-min over the right fielder’s head for a 125-meter home run. This blast brought Díaz home, cutting the Tigers’ lead to just one run and intensifying the late-inning drama. The Lions are now firmly applying pressure as they look to complete their rally."
03:02:00,There's a TV commercial or a replay on.,"The Kia Tigers entered the eighth inning leading 7-4, fueled by key hits from Kim Do-young, Kim Gyu-sung, and Lee Woo-sung, while Samsung’s reliever Bae Chan-seung had stabilized the game. Now batting in the top of the eighth, the Samsung Lions began their comeback with Díaz’s clutch single after Gu Ja-wook struck out. With one out and a runner on first, Kim Young-woong stepped up and crushed a 147 km/h fastball from Choi Ji-min over the right fielder’s head for a 125-meter home run. This blast brought Díaz home, cutting the Tigers’ lead to just one run and intensifying the late-inning drama. The Lions are now firmly applying pressure as they look to complete their rally."
03:02:30,There's a TV commercial or a replay on.,"The Kia Tigers entered the eighth inning leading 7-4, fueled by key hits from Kim Do-young, Kim Gyu-sung, and Lee Woo-sung, while Samsung’s reliever Bae Chan-seung had stabilized the game. Now batting in the top of the eighth, the Samsung Lions began their comeback with Díaz’s clutch single after Gu Ja-wook struck out. With one out and a runner on first, Kim Young-woong stepped up and crushed a 147 km/h fastball from Choi Ji-min over the right fielder’s head for a 125-meter home run. This blast brought Díaz home, cutting the Tigers’ lead to just one run and intensifying the late-inning drama. The Lions are now firmly applying pressure as they look to complete their rally."
03:03:00,"In the top of the 8th inning, Samsung Lions’ sixth batter, Kim Heon-gon, stepped up to the plate against Kia Tigers’ pitcher Choi Ji-min with no balls or strikes and one out. In the top of the 8th inning, the Kia Tigers, currently fielding, replaced pitcher Choi Ji-min with pitcher Jo Sang-woo while the Samsung Lions, batting, had Kim Heon-gon at the plate with one out and no runners on base.","The Kia Tigers entered the eighth inning leading 7-4, powered by key hits from Kim Do-young, Kim Gyu-sung, and Lee Woo-sung, while Samsung’s reliever Bae Chan-seung had kept the game within reach. The Samsung Lions began their comeback in the top of the eighth with Díaz’s clutch single after Gu Ja-wook struck out. Kim Young-woong then smashed a 147 km/h fastball over the right fielder’s head for a two-run homer, narrowing the Tigers’ lead to 7-6. With one out and no runners on base, Kim Heon-gon is now at the plate as Kia Tigers have brought in a new pitcher, Jo Sang-woo, to try and halt the Lions’ momentum. The Lions are pressing hard to complete their rally and take the lead in this late-inning battle."
03:03:30,"In the top of the 8th inning, Kia Tigers' pitcher 조상우 delivered a 127 km/h slider for a strike against Samsung Lions' batter 김헌곤, who is batting sixth in the lineup, with one out and no runners on base. In the top of the 8th inning, Kia Tigers pitcher 조상우 threw a 128 km/h slider for a ball, bringing the count to one ball and one strike against Samsung Lions batter 김헌곤, with one out and no runners on base.","The Kia Tigers entered the eighth inning with a 7-4 lead, fueled by key hits from Kim Do-young, Kim Gyu-sung, and Lee Woo-sung, while Samsung’s reliever Bae Chan-seung kept the deficit manageable. The Lions sparked a comeback with Díaz’s clutch single and Kim Young-woong’s two-run homer, cutting the Tigers’ lead to 7-6. Now, with one out and no runners on base, Kim Heon-gon steps up to bat against new Kia pitcher Jo Sang-woo, who has started the at-bat with a strike and a ball on the count. Samsung is pressing hard to complete their rally and potentially take the lead in this crucial late-inning moment. The game remains tightly contested as the Lions look to capitalize on their momentum."
03:04:00,"In the top of the 8th inning, Samsung Lions batter Kim Heon-gon faced Kia Tigers pitcher Jo Sang-woo and fouled off a slider on the third pitch, bringing the count to one ball and two strikes with one out and no runners on base.","The Kia Tigers held a 7-4 lead entering the eighth inning, powered by key hits from Kim Do-young, Kim Gyu-sung, and Lee Woo-sung, while Samsung’s reliever Bae Chan-seung limited the damage. The Lions mounted a strong comeback with Díaz’s clutch single and Kim Young-woong’s two-run homer, narrowing the gap to 7-6. Currently, with one out and no runners on base, Kim Heon-gon is battling Kia’s new pitcher Jo Sang-woo, fouling off a slider to bring the count to one ball and two strikes. Samsung is pressing hard to complete their rally and potentially take the lead in this pivotal moment. The game remains tightly contested as the Lions look to capitalize on their momentum."
03:04:30,"In the top of the 8th inning, Samsung Lions batter Kim Heon-gon faced Kia Tigers pitcher Jo Sang-woo and fouled off a 145 km/h fastball, bringing the count to one ball and two strikes with one out and no runners on base.","The Kia Tigers entered the eighth inning with a 7-4 lead, fueled by key hits from Kim Do-young, Kim Gyu-sung, and Lee Woo-sung, while Samsung’s reliever Bae Chan-seung kept the damage in check. The Lions responded with a strong rally, highlighted by Díaz’s clutch single and Kim Young-woong’s two-run homer, cutting the deficit to 7-6. Now in the top of the eighth, with one out and no runners on, Samsung’s Kim Heon-gon is battling Kia’s new pitcher Jo Sang-woo, fouling off a fastball to reach a 1-2 count. Samsung is pressing hard to complete their comeback and potentially take the lead in this crucial inning. The game remains tightly contested as momentum shifts toward the Lions."
03:05:00,"In the top of the 8th inning, Samsung Lions batter Kim Heon-gon faced Kia Tigers pitcher Jo Sang-woo and took a fifth pitch fastball for a ball, bringing the count to 2 balls and 2 strikes with one out and no runners on base.","The Kia Tigers held a 7-4 lead entering the eighth inning, powered by key hits from Kim Do-young, Kim Gyu-sung, and Lee Woo-sung, while Samsung’s reliever Bae Chan-seung limited further damage. The Lions mounted a strong comeback, with Díaz’s clutch single and Kim Young-woong’s two-run homer narrowing the gap to 7-6. Now in the top of the eighth, Samsung’s Kim Heon-gon is battling Kia’s new pitcher Jo Sang-woo, working a full count with one out and no runners on base. The Lions are pressing hard to complete their rally and potentially take the lead in this pivotal inning. The game remains tightly contested as momentum shifts toward Samsung."
03:05:30,"In the top of the 8th inning, Samsung Lions batter Kim Heon-gon faced Kia Tigers pitcher Jo Sang-woo and swung and missed on a 145 km/h fastball for the sixth pitch, resulting in a full count of 2 balls and 3 strikes with one out and no runners on base. Samsung Lions’ batter 김헌곤 struck out against Kia Tigers’ pitcher 조상우, marking the second out in the 8th inning.","The Kia Tigers entered the eighth inning with a 7-4 lead, fueled by key hits from Kim Do-young, Kim Gyu-sung, and Lee Woo-sung, while Samsung’s reliever Bae Chan-seung kept the damage contained. The Lions fought back with a clutch single from Díaz and a two-run homer by Kim Young-woong, cutting the deficit to 7-6. In the top of the eighth, Samsung’s Kim Heon-gon battled Kia’s new pitcher Jo Sang-woo but ultimately struck out, marking the second out of the inning. With no runners on base and the score tight, Samsung continues to press for a comeback. The momentum remains in flux as the Lions strive to complete their rally."
03:06:00,"In the top of the 8th inning, Samsung Lions batter Kim Heon-gon faced Kia Tigers pitcher Jo Sang-woo and swung and missed on a 145 km/h fastball for the sixth pitch, resulting in a full count of 2 balls and 3 strikes with one out and no runners on base. Samsung Lions’ batter 김헌곤 struck out against Kia Tigers’ pitcher 조상우, marking the second out in the top of the 8th inning.","The Kia Tigers entered the eighth inning holding a 7-4 lead, powered by key hits from Kim Do-young, Kim Gyu-sung, and Lee Woo-sung, while Samsung’s reliever Bae Chan-seung limited further damage. The Lions responded with a clutch single from Díaz and a two-run homer by Kim Young-woong, narrowing the gap to 7-6. In the top of the eighth, Samsung’s Kim Heon-gon battled Kia’s new pitcher Jo Sang-woo but ultimately struck out for the second out of the inning with no runners on base. With the score tight and momentum shifting, Samsung continues to push for a comeback. The game remains tense as the Lions seek to complete their rally."
03:06:30,"In the top of the 8th inning, with two outs and no runners on base, Samsung Lions’ seventh batter, Ryu Ji-hyuk, stepped up to face Kia Tigers’ pitcher Jo Sang-woo with a 0-0 count. In the top of the 8th inning, with two outs and no runners on base, the Samsung Lions, who are batting, replaced their 7th batter, Ryu Ji-hyuk, with pinch hitter Kang Min-ho against Kia Tigers pitcher Jo Sang-woo. In the bottom of the 8th inning, the Samsung Lions, who are batting, have sent in pinch hitter Kang Min-ho to bat in place of Ryu Ji-hyuk against Kia Tigers pitcher Jo Sang-woo, with two outs and no runners on base. In the bottom of the 8th inning, Samsung Lions batter 류지혁 faced Kia Tigers pitcher 조상우 and fouled off the first pitch, a 141 km/h forkball, bringing the count to no balls and one strike with two outs and no runners on base.","The Kia Tigers entered the eighth inning leading 7-4, fueled by key hits from Kim Do-young, Kim Gyu-sung, and Lee Woo-sung, while Samsung’s reliever Bae Chan-seung kept the damage contained. The Lions fought back with a clutch single from Díaz and a two-run homer by Kim Young-woong, cutting the deficit to 7-6. In the top of the eighth, after Kim Heon-gon struck out for the second out with no runners on, Samsung’s Ryu Ji-hyuk stepped up but was soon replaced by pinch hitter Kang Min-ho against Kia’s Jo Sang-woo. The at-bat remains ongoing with two outs and no runners on base, as Samsung continues to press for a comeback in this tight contest."
03:07:00,"In the top of the 8th inning, Samsung Lions batter Ryu Ji-hyuk faced Kia Tigers pitcher Cho Sang-woo and fouled off a 147 km/h fastball, bringing the count to no balls and two strikes with two outs and no runners on base.","The Kia Tigers entered the eighth inning with a 7-4 lead, powered by key hits from Kim Do-young, Kim Gyu-sung, and Lee Woo-sung, while Samsung’s reliever Bae Chan-seung limited further damage. The Lions responded with a clutch single from Díaz and a two-run homer by Kim Young-woong, narrowing the gap to 7-6. In the top of the eighth, after Kim Heon-gon struck out for the second out, Ryu Ji-hyuk came to bat but was quickly replaced by pinch hitter Kang Min-ho. Currently, Ryu fouled off a 147 km/h fastball from Kia’s Cho Sang-woo, with two outs and no runners on base as Samsung continues to push for a comeback. The game remains tightly contested as the Lions seek to overturn the Tigers’ lead."
